,ADANI ENTERPRISES,ADANI PORTS & SEZ,APOLLO HOSPITALS,ASIAN PAINTS,AXIS BANK,BAJAJ AUTO,BAJAJ FINANCE,BAJAJ FINSERV,BHARAT ELECTRONICS,BHARTI AIRTEL,BPCL,BRITANNIA,CIPLA,COAL INDIA,DR. REDDYS LAB,EICHER MOTORS,GRASIM,HCL TECHNOLOGIES,HDFC BANK,HDFC LIFE INSURANCE,HERO MOTOCORP,HINDALCO,HINDUSTAN UNILEVER,ICICI BANK,INDUSIND BANK,INFOSYS,ITC,JSW STEEL,KOTAK MAHINDRA BANK,L&T,M&M,MARUTI SUZUKI,NESTLE,NTPC,ONGC,POWER GRID,RELIANCE IND.,SBI,SBI LIFE INSURANCE,SHRIRAM FINANCE,SUN PHARMA,TATA CONSUMER,TATA MOTORS,TATA STEEL,TCS,TECH MAHINDRA,TITAN,TRENT,ULTRATECH CEMENT,WIPRO
57,2896.55,1137.1,6153.75,3054.7,1089.25,7095.9,7070.7,1582.5,187.1,1158.0,231.53,5048.1,1409.0,375.3,1134.88,3616.7,2049.6,1523.65,1427.35,586.15,4444.2,541.4,2375.55,1029.05,1441.7,1642.15,459.3,790.4,1784.5,3551.0,1595.2,9860.45,2462.9,302.6,229.9,237.95,1328.58,605.1,1375.5,2279.5,1378.3,1131.58,800.45,130.1,3858.25,1366.65,3739.65,3164.15,9831.0,469.9
58,2903.45,1120.6,6213.35,2999.45,1059.15,7212.85,7055.3,1620.85,189.25,1189.95,238.58,5142.25,1417.35,382.6,1180.42,3635.0,2071.3,1576.4,1455.9,581.65,4433.65,565.15,2441.65,999.2,1490.85,1675.4,463.6,812.2,1788.6,3589.2,1628.1,9988.2,2513.95,308.85,234.35,246.2,1343.88,618.3,1410.55,2302.45,1382.1,1144.77,810.9,135.15,3841.8,1407.95,3767.85,3222.75,9990.5,478.05
59,2893.6,1146.3,6168.85,2949.2,1042.25,7597.5,7085.5,1630.15,189.7,1160.55,237.2,5141.9,1369.65,389.4,1171.1,3616.45,2076.5,1550.25,1434.9,579.0,4442.15,567.2,2428.3,1009.95,1512.0,1669.1,455.65,815.7,1768.4,3593.45,1635.5,9881.0,2482.15,314.75,234.05,245.5,1353.08,612.75,1380.9,2307.15,1368.3,1122.79,811.85,133.75,3810.3,1322.05,3770.2,3231.8,9969.35,470.0
60,3064.65,1196.65,6329.75,2976.05,1061.25,7548.8,7191.65,1636.95,190.9,1162.15,246.33,5136.9,1336.85,412.8,1168.74,3669.05,2104.5,1574.55,1454.65,578.55,4593.5,567.9,2444.4,1016.4,1526.8,1656.6,449.8,811.7,1822.9,3708.0,1640.0,9991.4,2498.55,324.55,252.5,253.95,1448.05,622.95,1418.4,2409.0,1400.85,1127.04,841.0,135.0,3801.0,1314.35,3866.65,3246.4,10274.0,473.0
61,3091.1,1187.35,6309.8,2954.1,1054.1,7566.4,6817.2,1590.55,187.9,1158.65,252.1,5091.75,1317.1,402.55,1168.19,3704.75,2126.15,1559.3,1444.3,575.0,4588.35,569.25,2458.65,1016.9,1519.9,1651.45,438.05,812.0,1823.6,3633.3,1620.35,9951.65,2492.05,315.45,249.2,254.1,1407.63,626.75,1399.0,2452.95,1371.75,1109.11,858.85,134.7,3800.55,1317.85,3735.75,3054.95,9963.6,472.5
62,3142.0,1207.65,6352.95,2957.85,1067.75,7667.55,6862.9,1627.3,185.9,1170.7,251.18,5198.4,1351.0,406.15,1224.23,3839.6,2175.0,1576.0,1462.55,576.6,4621.55,579.35,2481.55,1028.15,1534.05,1660.9,441.55,818.65,1825.25,3479.75,1651.55,10186.9,2506.0,317.5,252.25,259.3,1426.63,640.5,1401.15,2466.8,1418.45,1104.27,884.2,135.95,3815.95,1333.65,3697.55,3086.95,10167.3,478.15
63,3153.5,1218.85,6287.95,2929.35,1084.25,7655.75,6743.3,1622.25,183.4,1151.2,254.23,5148.6,1387.65,406.7,1198.63,3933.2,2128.6,1577.4,1466.35,587.1,4586.7,571.25,2473.6,1025.15,1541.15,1657.05,442.9,801.7,1822.75,3398.0,1651.15,10638.0,2467.8,322.0,247.65,265.8,1426.65,647.65,1432.75,2397.2,1407.95,1115.78,878.5,134.8,3854.15,1312.5,3627.45,3102.8,9922.3,471.35
64,3157.45,1261.45,6320.55,2936.3,1067.05,7738.2,6848.3,1651.5,184.6,1150.8,279.18,5148.85,1392.65,419.8,1207.9,3825.55,2139.45,1583.75,1446.15,578.8,4717.3,583.5,2452.6,1024.0,1533.75,1693.35,440.1,823.55,1822.95,3376.05,1660.75,10655.5,2481.4,332.5,257.25,277.1,1457.7,649.65,1435.45,2405.5,1416.65,1148.47,878.75,138.7,3966.3,1338.1,3612.4,3126.05,10098.5,483.15
65,3173.45,1258.55,6234.5,2917.35,1061.5,7658.25,6608.2,1614.9,181.55,1113.55,287.38,5124.5,1433.9,440.25,1218.89,3889.95,2089.75,1555.35,1444.85,563.35,4746.65,579.9,2419.5,1023.5,1537.8,1687.2,438.05,814.65,1808.35,3341.75,1703.55,10428.5,2462.7,336.1,262.95,282.9,1439.03,642.95,1419.85,2357.1,1463.8,1136.62,926.8,141.55,3973.3,1332.75,3552.05,3027.15,9916.35,482.35
66,3203.75,1273.1,6197.3,2930.95,1050.05,7720.4,6598.15,1597.05,183.1,1134.05,304.65,5007.05,1425.45,448.65,1233.32,3944.6,2066.0,1623.75,1444.1,592.75,4783.45,584.9,2426.35,1026.4,1511.4,1729.45,431.4,818.75,1787.0,3424.25,1727.65,10844.8,2456.65,334.2,272.3,274.25,1427.8,650.25,1464.0,2396.45,1475.1,1149.27,939.55,144.65,4136.0,1351.05,3559.15,3035.0,10048.8,499.65
67,3229.85,1255.65,6177.95,2981.15,1069.1,7701.9,6709.2,1596.2,181.7,1134.3,301.02,5078.25,1438.75,452.65,1235.95,3927.65,2111.5,1615.35,1429.95,605.15,4793.35,592.25,2425.45,1022.15,1515.35,1693.75,431.8,836.6,1792.6,3394.7,1721.0,10935.7,2499.6,330.7,271.9,267.95,1442.15,675.25,1469.45,2413.65,1496.2,1151.88,933.8,144.4,4083.4,1318.0,3576.5,3607.5,10226.5,495.2
68,3168.6,1245.2,6231.0,2929.6,1035.9,7757.25,6575.65,1570.55,184.8,1142.15,310.25,4875.55,1420.2,459.2,1232.01,3807.3,2057.3,1633.8,1403.05,591.7,4807.9,601.3,2417.05,989.3,1477.3,1692.1,414.55,822.1,1729.7,3335.5,1685.9,10743.9,2423.05,330.9,273.15,276.2,1450.13,699.55,1459.05,2347.95,1499.6,1123.93,924.3,143.65,4134.1,1309.25,3549.1,3841.95,9997.65,488.85
69,3215.2,1271.5,6437.35,2951.65,1051.4,7784.85,6654.5,1570.95,180.65,1120.25,307.15,4971.5,1439.75,456.2,1231.17,3840.95,2168.5,1630.6,1403.6,584.0,4908.85,591.3,2424.15,1010.7,1486.25,1669.35,415.5,811.75,1742.45,3324.55,1646.4,10732.8,2450.1,324.9,267.55,273.0,1460.75,725.25,1439.7,2334.1,1534.8,1115.39,915.0,141.3,4133.7,1311.05,3591.6,3759.55,9945.75,490.45
70,3169.75,1249.35,6614.45,2953.8,1046.7,7829.95,6569.15,1557.25,174.65,1118.7,295.23,4970.2,1434.75,432.8,1266.7,3871.85,2147.35,1666.95,1390.0,577.2,4687.5,582.45,2385.65,996.1,1447.15,1680.1,406.85,811.5,1709.55,3299.55,1660.45,10709.7,2459.05,316.15,257.9,270.3,1452.35,707.9,1436.0,2262.25,1534.45,1108.42,911.6,137.4,4120.7,1318.8,3585.25,3802.05,9963.85,501.45
71,3178.45,1264.8,6718.9,2971.6,1070.75,7917.4,6603.65,1568.0,176.6,1117.85,292.15,4981.6,1457.75,452.35,1267.07,3854.2,2064.15,1665.6,1394.45,589.55,4744.8,510.1,2394.0,1019.8,1463.9,1684.55,406.75,812.65,1737.15,3321.5,1646.75,10794.5,2457.35,321.55,259.5,270.25,1465.1,713.45,1467.6,2330.65,1542.2,1123.83,906.9,137.85,4149.5,1328.45,3559.95,3851.25,9852.4,511.6
72,3207.2,1267.85,6754.1,2976.4,1096.85,8083.3,6646.5,1579.7,181.6,1115.85,311.83,5010.65,1425.35,466.35,1251.67,3901.55,2079.8,1671.5,1384.05,585.35,4814.05,507.8,2387.95,1022.7,1481.5,1666.2,411.55,813.25,1748.95,3309.0,1657.05,11028.0,2487.0,328.0,268.85,273.65,1481.38,743.4,1453.7,2393.3,1520.4,1121.66,918.3,141.2,4100.1,1292.9,3585.55,3921.0,9787.8,514.5
73,3193.8,1267.05,6627.6,3016.55,1072.2,8123.05,6619.4,1569.4,185.95,1120.7,326.38,4950.55,1422.35,476.85,1250.53,3916.55,2084.8,1662.55,1414.05,585.1,4816.95,513.2,2350.85,1016.65,1476.95,1676.35,403.9,812.35,1739.25,3300.3,1765.05,11090.2,2453.55,339.25,277.3,281.65,1470.6,761.7,1453.35,2437.6,1509.9,1117.51,920.55,141.2,4103.2,1300.35,3622.05,3952.65,9814.3,518.5
74,3223.6,1306.85,6600.55,3007.9,1068.75,8325.05,6619.2,1575.9,188.3,1120.0,327.3,4913.7,1440.7,480.0,1263.43,3928.65,2105.65,1667.45,1419.9,592.45,4894.3,515.7,2375.25,1023.25,1493.65,1701.65,404.6,819.95,1735.25,3386.75,1835.55,11380.4,2487.65,337.75,274.7,274.55,1460.58,754.7,1508.45,2449.4,1509.95,1133.36,938.6,142.3,4128.3,1302.55,3655.4,4024.6,9916.2,543.0
75,3258.8,1307.0,6657.15,2998.1,1062.95,8509.7,6712.8,1620.15,188.75,1142.2,326.27,4925.25,1470.35,461.0,1283.43,3902.85,2168.6,1675.25,1417.1,585.2,4852.6,512.3,2387.15,1043.75,1483.6,1699.75,409.25,820.2,1731.4,3339.85,1848.55,11483.35,2513.25,338.75,274.65,276.35,1474.0,759.25,1488.85,2439.9,1530.1,1140.82,932.6,141.95,4103.8,1310.0,3695.05,4047.15,9902.2,535.95
76,3228.6,1300.5,6759.45,3011.65,1088.6,8295.2,6763.6,1602.85,190.65,1143.95,328.8,4921.15,1451.65,446.5,1275.2,3828.1,2192.25,1663.05,1454.3,587.95,4663.35,511.6,2404.1,1048.75,1504.2,1685.25,406.1,821.2,1762.5,3356.75,1853.65,11446.45,2539.4,345.7,276.6,287.9,1471.03,760.1,1513.55,2416.65,1538.7,1140.23,926.35,141.05,4030.65,1320.55,3686.7,4025.9,9978.95,531.95
77,3223.2,1291.0,6760.15,3001.8,1084.2,8232.25,6688.8,1586.95,188.7,1139.9,316.6,4923.0,1447.3,432.95,1269.83,3836.35,2194.0,1636.3,1439.15,577.45,4534.85,511.8,2407.1,1051.95,1517.25,1655.55,403.35,828.25,1746.1,3296.4,1859.65,11465.85,2543.6,336.1,272.95,280.1,1467.7,771.5,1501.7,2355.95,1543.4,1146.5,921.05,143.9,3991.5,1296.6,3656.35,3894.75,9968.4,521.4
78,3263.05,1310.95,6769.2,3017.4,1100.9,8498.45,6674.95,1592.55,194.75,1135.55,312.95,4956.95,1453.3,445.15,1272.79,3951.4,2201.2,1686.4,1419.55,574.65,4495.15,521.15,2388.1,1062.7,1489.15,1681.35,414.45,828.65,1724.75,3363.75,1910.35,11657.8,2563.15,339.55,274.7,282.6,1481.75,765.9,1509.65,2395.2,1558.05,1145.26,932.3,145.9,4087.1,1328.1,3652.05,3954.0,9961.2,531.05
79,3273.3,1320.7,6774.05,2985.95,1096.8,8436.95,6697.85,1616.55,205.3,1125.75,308.98,4936.35,1466.4,443.9,1288.43,3927.05,2194.4,1665.75,1420.6,580.7,4519.25,518.35,2394.1,1061.3,1480.3,1676.85,411.4,821.0,1724.0,3387.95,1929.95,11535.6,2579.0,337.75,272.2,281.95,1493.63,759.05,1529.15,2445.45,1561.25,1146.05,937.4,145.45,4052.1,1322.25,3691.95,3885.8,10000.9,536.15
80,3327.75,1338.15,6584.0,2868.45,1085.2,8448.0,6643.25,1614.3,204.25,1110.05,313.58,4901.9,1469.85,442.3,1288.15,3952.95,2186.9,1649.8,1422.3,576.35,4496.1,505.05,2404.25,1054.2,1466.5,1660.15,409.2,808.75,1706.3,3470.15,1929.8,11467.0,2583.9,337.6,269.85,287.8,1487.33,758.9,1549.15,2485.15,1556.95,1162.65,936.95,142.65,4001.05,1298.25,3622.5,3844.6,9930.05,532.9
81,3302.3,1329.45,6620.6,2859.55,1079.05,8463.5,6556.25,1600.6,205.35,1127.5,312.52,4904.35,1487.45,441.4,1289.92,4002.75,2204.8,1658.8,1420.15,581.6,4430.05,509.65,2405.3,1060.2,1493.05,1663.6,411.15,818.95,1706.75,3506.45,1950.6,11500.65,2598.7,336.1,269.35,292.5,1485.65,749.85,1542.7,2372.4,1582.75,1169.07,962.7,144.2,4104.4,1296.05,3653.85,3937.5,9951.1,531.45
82,3219.0,1299.5,6362.35,2794.35,1074.2,8188.65,6498.7,1584.5,205.65,1128.75,304.65,4887.8,1477.0,434.2,1285.61,3863.75,2186.0,1651.9,1409.4,580.6,4375.05,504.4,2421.55,1046.2,1449.2,1671.25,408.3,798.6,1683.6,3470.2,1901.65,11152.8,2570.9,333.3,265.75,279.55,1455.63,742.5,1540.2,2348.8,1573.85,1153.61,958.05,140.75,4118.95,1285.85,3594.7,3924.8,9804.95,517.7
83,3285.4,1320.5,6101.6,2821.9,1075.1,7909.35,6495.35,1593.8,205.1,1123.35,301.93,4965.2,1480.35,436.7,1284.85,3792.4,2191.4,1663.85,1403.4,582.0,4426.5,503.85,2412.3,1052.2,1474.9,1673.9,406.3,800.1,1689.45,3477.55,1932.4,11288.35,2596.2,335.6,264.6,282.85,1460.8,748.1,1552.55,2438.6,1577.95,1175.44,950.2,140.85,4095.1,1273.85,3624.4,3881.8,9892.4,518.6
84,3318.75,1322.1,6085.4,2831.75,1099.25,8040.05,6571.45,1613.4,205.6,1128.7,311.65,4927.7,1470.9,446.35,1238.71,3843.55,2254.9,1644.1,1430.75,589.95,4507.1,519.1,2409.7,1086.9,1526.65,1654.7,409.5,836.2,1727.7,3633.5,1972.95,11620.95,2601.45,343.5,270.55,287.7,1492.13,769.15,1542.15,2450.45,1559.25,1186.26,977.4,149.95,4094.35,1271.8,3765.9,3901.25,10135.5,519.1
85,3333.25,1338.3,6133.3,2849.8,1096.7,8041.3,6584.35,1610.15,206.75,1131.1,312.6,4922.55,1482.3,448.5,1247.78,3860.35,2245.75,1646.3,1430.75,592.3,4581.45,522.85,2416.2,1084.65,1526.0,1656.3,412.05,844.95,1723.7,3655.25,1960.1,11567.2,2594.9,341.75,271.9,286.85,1491.08,773.3,1546.8,2457.15,1550.55,1192.43,988.35,155.25,4107.1,1272.5,3764.1,3909.6,10106.35,522.85
86,3317.15,1342.6,6033.3,2831.75,1106.75,8207.3,6602.45,1619.3,209.6,1133.5,320.23,4838.9,1471.5,455.4,1267.02,3751.45,2234.15,1637.95,1432.7,610.3,4611.7,524.95,2422.0,1092.35,1531.3,1637.2,409.1,824.3,1727.2,3644.45,1921.05,11594.15,2589.1,353.85,279.2,294.65,1507.4,772.05,1517.95,2446.5,1552.1,1188.48,987.2,153.1,4080.7,1280.05,3732.4,3919.8,9978.4,520.5
87,3310.2,1338.3,6061.1,2820.4,1100.8,8351.75,6324.25,1550.5,210.75,1168.9,322.55,4825.65,1473.45,460.65,1260.66,3791.9,2231.5,1619.35,1440.85,607.7,4590.0,522.1,2399.85,1088.05,1542.45,1606.5,406.15,819.3,1715.7,3612.6,1939.25,11670.6,2538.65,358.25,283.75,295.0,1500.2,783.95,1491.25,2431.5,1574.2,1185.86,1021.9,151.85,4012.1,1272.5,3750.75,3852.3,9838.35,513.3
88,3233.95,1324.8,6054.3,2827.3,1125.0,8605.8,6311.25,1554.6,210.45,1193.7,319.18,4880.75,1485.25,461.6,1262.93,3793.2,2236.5,1644.2,1442.6,613.95,4635.3,526.95,2400.8,1097.1,1554.55,1617.55,407.85,812.9,1759.75,3642.2,1970.65,11567.05,2533.05,351.95,280.25,293.7,1503.0,783.9,1520.4,2374.6,1604.0,1205.07,1017.65,151.6,4064.3,1271.0,3810.75,3872.0,9641.05,513.15
89,3226.55,1325.45,6048.8,2870.55,1111.45,8879.05,6421.05,1582.8,215.2,1199.7,312.35,4889.15,1483.15,458.6,1264.83,3785.25,2228.1,1637.65,1446.1,621.95,4652.9,536.7,2419.55,1087.95,1563.75,1616.45,413.55,830.0,1748.05,3676.95,1897.55,11510.05,2560.95,352.2,278.1,292.65,1478.93,788.05,1510.4,2449.55,1605.7,1246.06,1039.3,157.25,4108.6,1288.15,3786.9,3952.2,9673.15,515.5
90,3207.35,1326.95,6204.7,2876.85,1105.1,8659.4,6433.75,1598.8,212.55,1196.6,313.2,4937.4,1504.1,453.9,1277.49,3783.9,2236.8,1638.65,1427.8,620.85,4671.7,533.7,2389.85,1078.7,1541.05,1600.6,409.4,829.8,1729.65,3640.6,1894.35,11395.55,2611.5,347.95,274.0,285.55,1466.6,773.7,1532.1,2480.95,1593.6,1205.66,1028.0,153.45,4122.35,1289.0,3750.15,4004.7,9697.9,514.55
91,3122.5,1301.3,6144.8,2876.15,1097.0,8527.7,6436.05,1593.55,204.25,1204.25,312.73,4869.15,1465.75,449.3,1260.43,3810.75,2184.0,1635.6,1459.55,621.55,4658.9,528.95,2378.15,1076.85,1533.05,1612.95,404.45,817.8,1720.35,3621.65,1895.15,11509.9,2590.15,344.75,270.4,285.15,1475.43,759.7,1516.4,2421.75,1584.3,1200.28,1016.5,152.5,4192.25,1292.3,3748.8,4008.6,9615.5,510.85
92,2906.2,1209.55,6008.4,2860.15,1080.4,8384.9,6456.15,1573.15,190.3,1168.75,298.88,4856.65,1471.25,417.05,1260.76,3735.55,2149.1,1631.5,1460.4,610.05,4512.1,507.0,2312.6,1083.95,1502.65,1611.4,422.45,792.95,1729.55,3538.55,1853.7,11390.15,2582.95,322.5,255.35,264.3,1432.18,747.25,1487.35,2321.4,1558.6,1164.48,973.2,143.65,4149.0,1277.2,3625.7,3944.05,9593.55,504.4
93,3087.45,1267.85,6023.15,2892.25,1058.25,8383.55,6397.45,1563.7,195.25,1194.6,304.38,4938.9,1496.65,427.7,1258.92,3772.65,2196.5,1679.25,1455.45,622.25,4675.3,525.25,2334.6,1083.6,1476.75,1653.3,419.65,785.45,1742.4,3608.2,1890.55,11404.6,2612.75,321.85,263.25,266.35,1431.48,741.05,1505.85,2291.5,1570.2,1183.64,967.75,142.45,4207.6,1293.35,3640.15,4081.1,9696.95,517.95
94,3132.2,1283.0,5983.2,2867.55,1046.4,8350.7,6514.35,1571.45,188.85,1220.0,293.23,4974.2,1488.05,415.25,1256.98,3745.65,2197.1,1647.3,1452.65,632.35,4585.3,532.55,2327.7,1080.35,1484.35,1634.0,419.1,780.65,1738.3,3537.15,1799.5,11476.65,2603.65,316.3,258.75,265.95,1418.23,731.9,1500.0,2266.8,1548.2,1197.27,945.85,141.7,4219.25,1282.2,3633.2,4063.9,9632.95,517.0
95,3111.75,1266.6,6136.55,2846.5,1061.35,8521.8,6504.65,1577.05,189.9,1225.3,291.15,4980.0,1488.45,421.85,1268.21,3699.7,2203.1,1643.4,1446.05,634.1,4554.2,531.15,2299.95,1081.2,1480.7,1602.65,417.45,804.4,1737.9,3561.2,1856.05,11636.3,2580.35,317.15,261.6,264.9,1439.48,730.95,1489.7,2308.95,1571.25,1172.38,972.45,149.7,4152.5,1272.65,3579.7,4071.05,9611.35,510.2
96,3052.7,1241.2,6113.2,2815.1,1050.8,8640.2,6596.25,1581.5,185.4,1228.35,278.85,4816.95,1435.7,419.05,1226.98,3716.85,2173.8,1599.15,1449.35,632.5,4541.75,533.65,2266.95,1083.95,1434.1,1561.45,409.55,801.05,1749.65,3501.7,1843.9,11597.05,2496.05,313.45,259.25,259.0,1425.25,723.8,1461.35,2287.0,1548.45,1132.18,957.75,148.75,3977.3,1252.25,3583.4,3955.65,9453.25,494.85
97,3051.45,1245.4,6174.05,2824.9,1034.75,8635.6,6649.5,1584.7,187.45,1231.8,283.33,4802.9,1417.4,419.5,1220.66,3873.6,2167.5,1587.1,1431.05,626.4,4510.45,527.85,2241.95,1084.5,1441.55,1554.95,415.7,794.65,1765.4,3509.7,1844.4,11941.15,2550.25,313.65,263.85,264.65,1443.75,736.25,1458.4,2314.2,1549.35,1110.25,940.45,145.65,3970.9,1264.3,3590.5,3965.05,9484.55,493.5
98,3066.5,1262.45,6182.5,2821.15,1035.6,8750.6,6715.75,1602.6,196.85,1220.8,293.9,4806.7,1448.7,432.05,1225.64,3918.95,2205.55,1595.8,1445.75,622.25,4519.9,539.7,2242.35,1081.8,1484.1,1554.7,421.25,812.35,1772.15,3560.0,1865.85,11908.15,2553.65,325.0,262.95,273.75,1450.98,744.3,1468.05,2310.8,1565.2,1120.03,964.9,150.1,3972.95,1282.75,3627.55,4001.85,9600.75,500.45
99,3107.7,1281.6,6375.9,2841.5,1033.3,8945.25,6760.9,1587.55,197.5,1236.1,296.4,4865.0,1481.25,431.95,1240.64,3988.4,2223.55,1557.85,1442.85,623.85,4684.0,547.75,2256.55,1090.3,1512.1,1508.85,428.6,824.8,1776.4,3617.8,1878.8,12337.7,2573.4,324.75,263.25,275.75,1455.03,746.7,1501.1,2330.7,1608.9,1108.97,979.8,151.8,3910.9,1262.65,3706.7,3948.6,9681.75,487.1
100,3109.95,1304.2,6322.45,2814.65,1040.55,8960.55,6910.1,1593.9,199.4,1213.1,299.93,4961.45,1472.25,435.95,1226.97,3911.1,2240.05,1562.25,1425.4,626.9,4671.15,558.65,2240.0,1083.7,1518.7,1492.65,427.65,821.9,1753.7,3670.1,1863.95,12250.55,2586.1,329.1,265.5,270.05,1441.58,740.05,1486.4,2372.55,1598.1,1098.89,986.2,152.4,3877.5,1254.35,3698.2,3881.75,9600.7,479.85
101,3122.1,1322.8,6231.45,2830.5,1052.85,9162.5,7022.75,1582.65,199.45,1224.8,297.6,4920.2,1463.35,429.45,1208.82,3913.8,2207.35,1546.2,1440.7,626.35,4572.55,557.65,2239.7,1083.75,1533.55,1483.85,428.0,818.05,1775.6,3706.4,1881.15,12510.35,2566.45,331.6,261.75,270.25,1492.85,733.3,1479.55,2386.35,1604.15,1077.66,978.65,152.7,3840.9,1253.8,3759.4,3875.2,9623.45,472.3
102,3197.1,1341.85,6356.8,2846.75,1047.2,9148.15,7245.25,1643.85,201.5,1228.6,301.2,4911.25,1496.95,434.1,1231.58,4019.3,2287.3,1543.55,1447.9,633.35,4722.3,560.25,2264.35,1093.3,1553.0,1498.05,428.35,830.2,1785.5,3763.9,1921.35,12600.35,2622.35,335.8,268.05,276.9,1485.85,752.35,1500.25,2359.8,1620.55,1082.74,992.8,155.85,3876.3,1248.1,3801.8,3948.0,9749.15,480.1
103,3252.1,1375.9,6457.25,2871.0,1053.1,9042.15,7250.95,1646.0,211.1,1217.35,300.35,4895.2,1498.65,442.05,1250.07,3946.65,2292.55,1556.7,1470.5,634.75,4680.75,568.6,2285.9,1099.65,1542.4,1495.45,426.7,871.95,1790.7,3838.0,1915.95,12569.6,2585.6,342.35,269.9,280.15,1484.78,758.3,1489.95,2431.75,1629.25,1073.56,992.25,163.15,3916.75,1244.55,3738.4,3886.8,9954.4,484.95
104,3268.75,1404.15,6419.75,2874.2,1047.2,9276.1,7207.4,1656.55,221.0,1208.25,307.9,4899.95,1489.4,443.2,1247.51,3922.2,2306.3,1528.3,1480.15,631.9,4560.8,571.2,2286.7,1081.2,1559.4,1482.85,425.85,879.25,1757.4,3807.4,1971.95,12552.45,2623.3,344.8,272.5,279.55,1486.95,766.4,1470.6,2465.95,1622.25,1117.26,1004.65,164.65,3883.8,1236.8,3755.95,3891.9,10038.15,481.2
105,3233.45,1397.2,6375.05,2869.35,1063.25,9080.45,7309.25,1640.35,221.5,1225.7,305.48,4834.6,1471.5,445.5,1224.88,3934.2,2305.45,1535.85,1482.3,624.1,4557.2,576.6,2265.2,1077.2,1542.65,1480.65,425.2,869.0,1731.15,3782.45,1989.3,12427.85,2553.95,351.25,275.35,280.1,1471.6,771.05,1460.8,2556.45,1619.85,1105.76,1009.15,163.65,3947.3,1255.15,3712.5,3922.85,10001.9,483.2
106,3210.8,1366.85,6440.6,2918.3,1062.95,9146.15,7283.4,1655.8,220.3,1206.85,299.25,4813.6,1459.55,448.85,1228.5,4014.3,2277.85,1539.65,1527.6,622.4,4522.95,577.75,2264.95,1078.85,1544.45,1486.7,422.75,862.5,1749.15,3797.85,2002.7,12567.25,2549.6,354.65,269.0,277.65,1462.93,759.3,1463.75,2499.3,1619.35,1104.22,1011.6,163.4,4003.3,1279.25,3782.75,4003.2,10005.1,487.4
107,3224.8,1375.55,6397.75,2883.45,1059.1,9009.5,7175.65,1677.95,224.5,1191.0,295.23,4813.05,1449.4,446.95,1235.86,4031.25,2237.55,1545.25,1549.55,629.4,4524.9,570.05,2266.95,1083.4,1552.4,1479.1,427.55,857.1,1785.15,3743.1,2013.3,12421.6,2537.65,354.55,267.95,278.4,1460.1,764.75,1485.3,2518.85,1609.0,1101.85,1007.1,163.35,3979.25,1263.4,3754.45,3932.6,9823.6,485.05
108,3224.55,1348.65,6307.75,2892.0,1076.05,9030.5,7178.55,1689.15,223.55,1204.7,295.98,4826.8,1462.45,447.4,1234.91,4205.75,2280.8,1540.05,1546.6,634.6,4595.1,576.8,2268.95,1087.15,1568.35,1476.7,429.1,876.45,1788.4,3807.85,2078.1,12865.1,2498.05,363.5,270.4,281.75,1485.98,768.3,1518.8,2569.2,1599.7,1123.39,1013.2,165.2,3972.55,1265.15,3748.9,3931.85,9863.75,479.9
109,3198.45,1356.5,6505.05,2857.15,1080.0,8978.9,7193.6,1710.4,228.15,1204.45,292.88,4794.7,1450.3,439.85,1233.58,4248.65,2301.3,1540.5,1548.55,633.95,4521.7,588.6,2264.15,1107.05,1554.95,1494.85,426.35,874.6,1780.6,3785.25,2090.9,12888.0,2502.8,362.9,268.95,281.2,1463.65,764.2,1510.55,2550.4,1602.55,1111.78,1008.5,166.0,3946.55,1251.4,3679.35,3902.35,9769.15,475.8
110,3242.0,1352.3,6489.85,2896.75,1087.8,9005.55,7230.25,1704.1,228.75,1229.4,302.38,4808.7,1422.95,456.35,1231.58,4315.1,2306.35,1539.15,1536.35,621.5,4494.9,603.05,2260.9,1109.4,1552.85,1506.8,436.95,883.95,1825.95,3753.2,2076.2,12682.75,2527.6,362.5,272.0,282.55,1479.58,779.05,1503.35,2528.05,1604.05,1131.24,1013.5,165.05,3984.65,1266.3,3711.2,4021.15,9817.85,477.3
111,3209.9,1344.2,6406.55,2854.5,1073.45,9064.85,7229.55,1698.65,233.5,1225.55,300.6,4751.75,1396.8,455.6,1216.77,4302.25,2254.05,1521.5,1518.95,618.5,4440.8,598.65,2232.3,1104.4,1555.65,1484.75,430.1,866.45,1813.05,3679.25,2070.95,12266.55,2536.2,361.75,265.7,275.25,1467.15,766.3,1493.15,2485.6,1540.0,1135.34,1018.5,163.5,4001.4,1242.1,3619.3,4053.85,9652.55,470.75
112,3147.45,1315.55,6303.15,2844.4,1057.95,8997.05,7076.25,1656.85,234.45,1224.55,294.77,4761.9,1381.4,451.0,1202.17,4219.35,2237.4,1505.05,1494.7,612.95,4381.2,612.7,2194.05,1078.35,1539.9,1468.15,425.9,860.45,1798.15,3600.8,2053.45,12422.85,2553.65,361.15,279.85,274.05,1464.83,757.5,1466.9,2414.65,1540.05,1116.77,998.8,160.85,3941.2,1218.75,3600.6,3969.2,9506.25,459.35
