Ticker,Company,close,date,high,low,month,open,volume,Sector,Daily_Returns,Std_Dev
ADANIENT,ADANI ENTERPRISES,3203.75,2024-02-06,3228.2,3160.0,2024-02-01,3183.9,2078891,MISCELLANEOUS,0.009547968299484845,3.0
ADANIENT,ADANI ENTERPRISES,3229.85,2024-02-07,3277.95,3210.0,2024-02-01,3220.05,2095911,MISCELLANEOUS,0.008146703082325372,3.0
ADANIENT,ADANI ENTERPRISES,3168.6,2024-02-08,3245.6,3146.1,2024-02-01,3245.6,1679004,MISCELLANEOUS,-0.018963728965741444,3.0
ADANIENT,ADANI ENTERPRISES,3215.2,2024-02-09,3224.95,3121.2,2024-02-01,3184.45,1572789,MISCELLANEOUS,0.014706810578804491,3.0
ADANIENT,ADANI ENTERPRISES,3169.75,2024-02-12,3241.95,3160.0,2024-02-01,3229.0,1083138,MISCELLANEOUS,-0.014135979099278372,3.0
ADANIENT,ADANI ENTERPRISES,3178.45,2024-02-13,3194.0,3092.05,2024-02-01,3180.0,1225207,MISCELLANEOUS,0.0027446959539395278,3.0
ADANIENT,ADANI ENTERPRISES,3207.2,2024-02-14,3255.25,3169.85,2024-02-01,3184.0,1741264,MISCELLANEOUS,0.00904528937060517,3.0
ADANIENT,ADANI ENTERPRISES,3193.8,2024-02-15,3252.75,3184.05,2024-02-01,3219.85,2035204,MISCELLANEOUS,-0.004178099276627475,3.0
ADANIENT,ADANI ENTERPRISES,3223.6,2024-02-16,3252.3,3192.65,2024-02-01,3214.0,2193673,MISCELLANEOUS,0.009330577994864964,3.0
ADANIENT,ADANI ENTERPRISES,3258.8,2024-02-19,3308.6,3235.8,2024-02-01,3240.0,1779444,MISCELLANEOUS,0.010919468916739134,3.0
ADANIENT,ADANI ENTERPRISES,3228.6,2024-02-20,3269.8,3210.15,2024-02-01,3267.0,1467630,MISCELLANEOUS,-0.00926721492573962,3.0
ADANIENT,ADANI ENTERPRISES,3223.2,2024-02-21,3300.0,3205.0,2024-02-01,3238.0,1657021,MISCELLANEOUS,-0.0016725515703401137,3.0
ADANIENT,ADANI ENTERPRISES,3263.05,2024-02-22,3274.0,3210.5,2024-02-01,3239.0,1138722,MISCELLANEOUS,0.012363489699677453,3.0
ADANIENT,ADANI ENTERPRISES,3273.3,2024-02-23,3319.95,3225.1,2024-02-01,3263.05,1975035,MISCELLANEOUS,0.0031412328956038063,3.0
ADANIENT,ADANI ENTERPRISES,3327.75,2024-02-26,3344.0,3263.0,2024-02-01,3272.0,1695378,MISCELLANEOUS,0.01663458894693423,3.0
ADANIENT,ADANI ENTERPRISES,3302.3,2024-02-27,3340.0,3273.0,2024-02-01,3339.0,1125570,MISCELLANEOUS,-0.007647810081887106,3.0
ADANIENT,ADANI ENTERPRISES,3219.0,2024-02-28,3318.8,3207.5,2024-02-01,3309.2,1358879,MISCELLANEOUS,-0.025224843291039634,3.0
ADANIENT,ADANI ENTERPRISES,3285.4,2024-02-29,3304.75,3205.35,2024-02-01,3220.05,1352988,MISCELLANEOUS,0.020627524075799965,3.0
ADANIENT,ADANI ENTERPRISES,3318.75,2024-03-01,3346.0,3281.8,2024-03-01,3309.85,1161067,MISCELLANEOUS,0.010150970962439857,3.0
ADANIENT,ADANI ENTERPRISES,3333.25,2024-03-02,3348.7,3321.5,2024-03-01,3332.0,119511,MISCELLANEOUS,0.004369114877589454,3.0
ADANIENT,ADANI ENTERPRISES,3317.15,2024-03-04,3350.0,3310.05,2024-03-01,3335.0,1061244,MISCELLANEOUS,-0.004830120753018799,3.0
ADANIENT,ADANI ENTERPRISES,3310.2,2024-03-05,3334.0,3295.05,2024-03-01,3325.3,1190416,MISCELLANEOUS,-0.002095172060353096,3.0
ADANIENT,ADANI ENTERPRISES,3233.95,2024-03-06,3323.0,3183.15,2024-03-01,3323.0,1935203,MISCELLANEOUS,-0.023034861941876626,3.0
ADANIENT,ADANI ENTERPRISES,3226.55,2024-03-07,3262.0,3220.0,2024-03-01,3240.0,856328,MISCELLANEOUS,-0.0022882233800768834,3.0
ADANIENT,ADANI ENTERPRISES,3207.35,2024-03-11,3259.0,3200.0,2024-03-01,3241.2,738851,MISCELLANEOUS,-0.005950628380158458,3.0
ADANIENT,ADANI ENTERPRISES,3122.5,2024-03-12,3222.7,3111.0,2024-03-01,3207.35,1199487,MISCELLANEOUS,-0.026454861490015094,3.0
ADANIENT,ADANI ENTERPRISES,2906.2,2024-03-13,3138.05,2850.15,2024-03-01,3125.0,3407040,MISCELLANEOUS,-0.06927141713370702,3.0
ADANIENT,ADANI ENTERPRISES,3087.45,2024-03-14,3101.2,2880.0,2024-03-01,2927.45,3759100,MISCELLANEOUS,0.06236666437272039,3.0
ADANIENT,ADANI ENTERPRISES,3132.2,2024-03-15,3143.4,3061.25,2024-03-01,3111.0,2199094,MISCELLANEOUS,0.01449416184877488,3.0
ADANIENT,ADANI ENTERPRISES,3111.75,2024-03-18,3124.0,2976.05,2024-03-01,3050.1,3042515,MISCELLANEOUS,-0.006528957282421244,3.0
ADANIENT,ADANI ENTERPRISES,3052.7,2024-03-19,3164.8,3041.85,2024-03-01,3126.0,1460452,MISCELLANEOUS,-0.01897646019121079,3.0
ADANIENT,ADANI ENTERPRISES,3051.45,2024-03-20,3083.2,3021.1,2024-03-01,3075.0,966481,MISCELLANEOUS,-0.0004094735807645691,3.0
ADANIENT,ADANI ENTERPRISES,3066.5,2024-03-21,3107.1,3059.6,2024-03-01,3089.55,1175751,MISCELLANEOUS,0.004932081469465396,3.0
ADANIENT,ADANI ENTERPRISES,3107.7,2024-03-22,3128.95,3048.05,2024-03-01,3066.55,951557,MISCELLANEOUS,0.013435512799608616,3.0
ADANIENT,ADANI ENTERPRISES,3109.95,2024-03-26,3171.95,3089.1,2024-03-01,3100.5,937103,MISCELLANEOUS,0.0007240081088908196,3.0
ADANIENT,ADANI ENTERPRISES,3122.1,2024-03-27,3138.45,3106.25,2024-03-01,3115.0,900231,MISCELLANEOUS,0.00390681522210971,3.0
ADANIENT,ADANI ENTERPRISES,3197.1,2024-03-28,3237.0,3096.75,2024-03-01,3134.0,2327053,MISCELLANEOUS,0.024022292687614105,3.0
ADANIENT,ADANI ENTERPRISES,3252.1,2024-04-01,3291.8,3207.85,2024-04-01,3230.2,1292646,MISCELLANEOUS,0.017203090300584905,3.0
ADANIENT,ADANI ENTERPRISES,3268.75,2024-04-02,3285.0,3240.0,2024-04-01,3258.95,868829,MISCELLANEOUS,0.005119768764798158,3.0
ADANIENT,ADANI ENTERPRISES,3233.45,2024-04-03,3260.15,3222.0,2024-04-01,3250.0,1153109,MISCELLANEOUS,-0.010799235181644416,3.0
ADANIENT,ADANI ENTERPRISES,3210.8,2024-04-04,3273.0,3201.7,2024-04-01,3250.0,1403826,MISCELLANEOUS,-0.007004901884983419,3.0
ADANIENT,ADANI ENTERPRISES,3224.8,2024-04-05,3234.0,3178.95,2024-04-01,3211.1,755607,MISCELLANEOUS,0.004360284041360408,3.0
ADANIENT,ADANI ENTERPRISES,3224.55,2024-04-08,3243.5,3197.2,2024-04-01,3240.95,577440,MISCELLANEOUS,-7.75241875465145e-05,3.0
ADANIENT,ADANI ENTERPRISES,3198.45,2024-04-09,3251.0,3185.0,2024-04-01,3240.7,833679,MISCELLANEOUS,-0.008094152672466038,3.0
ADANIENT,ADANI ENTERPRISES,3242.0,2024-04-10,3254.6,3192.5,2024-04-01,3200.0,1441138,MISCELLANEOUS,0.013615970235582918,3.0
ADANIENT,ADANI ENTERPRISES,3209.9,2024-04-12,3247.5,3205.3,2024-04-01,3210.0,705173,MISCELLANEOUS,-0.009901295496607005,3.0
ADANIENT,ADANI ENTERPRISES,3147.45,2024-04-15,3180.3,3103.2,2024-04-01,3150.0,1035378,MISCELLANEOUS,-0.019455434748746153,3.0
ADANIENT,ADANI ENTERPRISES,3106.4,2024-04-16,3149.2,3100.0,2024-04-01,3101.0,1134184,MISCELLANEOUS,-0.013042304087435775,3.0
ADANIENT,ADANI ENTERPRISES,3019.3,2024-04-18,3145.0,3008.3,2024-04-01,3125.15,1703646,MISCELLANEOUS,-0.028038887458150884,3.0
ADANIENT,ADANI ENTERPRISES,3026.95,2024-04-19,3057.05,2962.5,2024-04-01,3000.0,1727317,MISCELLANEOUS,0.0025336998642068146,3.0
ADANIENT,ADANI ENTERPRISES,3063.35,2024-04-22,3077.5,3025.0,2024-04-01,3053.0,993929,MISCELLANEOUS,0.012025306001090237,3.0
ADANIENT,ADANI ENTERPRISES,3065.1,2024-04-23,3091.0,3043.1,2024-04-01,3059.0,1654272,MISCELLANEOUS,0.0005712700148530204,3.0
ADANIENT,ADANI ENTERPRISES,3043.55,2024-04-24,3087.85,3040.0,2024-04-01,3071.95,605917,MISCELLANEOUS,-0.007030765717268516,3.0
ADANIENT,ADANI ENTERPRISES,3115.25,2024-04-25,3120.9,3025.65,2024-04-01,3050.0,1515529,MISCELLANEOUS,0.023558016132476815,3.0
ADANIENT,ADANI ENTERPRISES,3080.4,2024-04-26,3129.9,3066.05,2024-04-01,3119.9,662764,MISCELLANEOUS,-0.011186903137789875,3.0
ADANIENT,ADANI ENTERPRISES,3081.2,2024-04-29,3110.5,3051.5,2024-04-01,3110.0,648544,MISCELLANEOUS,0.00025970653161918163,3.0
ADANIENT,ADANI ENTERPRISES,3054.7,2024-04-30,3108.45,3045.0,2024-04-01,3094.0,804552,MISCELLANEOUS,-0.008600545242113462,3.0
ADANIENT,ADANI ENTERPRISES,3039.6,2024-05-02,3119.85,3015.05,2024-05-01,3071.95,2219085,MISCELLANEOUS,-0.00494320227845612,3.0
ADANIENT,ADANI ENTERPRISES,2993.25,2024-05-03,3045.0,2975.1,2024-05-01,3030.0,1472168,MISCELLANEOUS,-0.015248716936438976,3.0
ADANIENT,ADANI ENTERPRISES,2874.65,2024-05-06,3000.2,2850.0,2024-05-01,2993.25,2377944,MISCELLANEOUS,-0.03962248392215816,3.0
ADANIENT,ADANI ENTERPRISES,2835.95,2024-05-07,2905.35,2822.0,2024-05-01,2889.95,1262311,MISCELLANEOUS,-0.013462508479293226,3.0
ADANIENT,ADANI ENTERPRISES,2860.55,2024-05-08,2890.9,2820.0,2024-05-01,2850.0,951411,MISCELLANEOUS,0.008674341931275363,3.0
ADANIENT,ADANI ENTERPRISES,2766.65,2024-05-09,2883.65,2756.0,2024-05-01,2864.8,1485510,MISCELLANEOUS,-0.03282585516771253,3.0
ADANIENT,ADANI ENTERPRISES,2797.25,2024-05-10,2809.0,2760.45,2024-05-01,2794.95,2354794,MISCELLANEOUS,0.011060307592214378,3.0
ADANIENT,ADANI ENTERPRISES,2879.6,2024-05-13,2890.0,2790.5,2024-05-01,2803.0,3784373,MISCELLANEOUS,0.029439628206273986,3.0
ADANIENT,ADANI ENTERPRISES,3037.55,2024-05-14,3046.0,2874.55,2024-05-01,2894.95,5725807,MISCELLANEOUS,0.05485136824558976,3.0
ADANIENT,ADANI ENTERPRISES,3049.75,2024-05-15,3118.85,3037.6,2024-05-01,3046.75,1688836,MISCELLANEOUS,0.004016394791855218,3.0
ADANIENT,ADANI ENTERPRISES,3041.65,2024-05-16,3076.95,2974.95,2024-05-01,3065.0,1835312,MISCELLANEOUS,-0.0026559554061808045,3.0
ADANIENT,ADANI ENTERPRISES,3060.5,2024-05-17,3091.0,3015.5,2024-05-01,3041.05,825436,MISCELLANEOUS,0.006197294231749185,3.0
ADANIENT,ADANI ENTERPRISES,3059.75,2024-05-18,3074.0,3055.0,2024-05-01,3074.0,74336,MISCELLANEOUS,-0.000245057997059304,3.0
ADANIENT,ADANI ENTERPRISES,3117.5,2024-05-21,3175.0,3034.5,2024-05-01,3067.9,3091659,MISCELLANEOUS,0.018874091020508212,3.0
ADANIENT,ADANI ENTERPRISES,3140.95,2024-05-22,3145.0,3073.5,2024-05-01,3129.95,3371077,MISCELLANEOUS,0.007522052927024801,3.0
ADANIENT,ADANI ENTERPRISES,3387.3,2024-05-23,3406.0,3135.55,2024-05-01,3156.7,6979082,MISCELLANEOUS,0.07843168468138632,3.0
ADANIENT,ADANI ENTERPRISES,3384.95,2024-05-24,3457.85,3355.6,2024-05-01,3406.0,3473668,MISCELLANEOUS,-0.000693767897735767,3.0
ADANIENT,ADANI ENTERPRISES,3289.05,2024-05-27,3358.0,3267.05,2024-05-01,3358.0,2582485,MISCELLANEOUS,-0.028331289974741027,3.0
ADANIENT,ADANI ENTERPRISES,3244.05,2024-05-28,3329.5,3229.05,2024-05-01,3309.65,1621168,MISCELLANEOUS,-0.013681762210972772,3.0
ADANIENT,ADANI ENTERPRISES,3258.8,2024-05-29,3322.9,3212.0,2024-05-01,3250.0,1910729,MISCELLANEOUS,0.0045467856537353,3.0
ADANIENT,ADANI ENTERPRISES,3194.25,2024-05-30,3274.3,3174.5,2024-05-01,3254.0,1990208,MISCELLANEOUS,-0.019807904750214857,3.0
ADANIENT,ADANI ENTERPRISES,3411.35,2024-05-31,3434.45,3225.25,2024-05-01,3225.25,6384589,MISCELLANEOUS,0.06796587618376768,3.0
ADANIENT,ADANI ENTERPRISES,3645.25,2024-06-03,3743.9,3586.05,2024-06-01,3725.0,8511359,MISCELLANEOUS,0.06856523077374063,3.0
ADANIENT,ADANI ENTERPRISES,2941.25,2024-06-04,3520.0,2733.95,2024-06-01,3520.0,20306909,MISCELLANEOUS,-0.1931280433440779,3.0
ADANIENT,ADANI ENTERPRISES,3115.35,2024-06-05,3150.0,2750.0,2024-06-01,3030.0,8778345,MISCELLANEOUS,0.05919252018699529,3.0
ADANIENT,ADANI ENTERPRISES,3185.65,2024-06-06,3222.4,3137.15,2024-06-01,3184.0,5873271,MISCELLANEOUS,0.0225656828285747,3.0
ADANIENT,ADANI ENTERPRISES,3219.55,2024-06-07,3233.75,3151.6,2024-06-01,3170.4,4740455,MISCELLANEOUS,0.010641470343571983,3.0
ADANIENT,ADANI ENTERPRISES,3220.1,2024-06-10,3284.4,3205.5,2024-06-01,3267.0,4935698,MISCELLANEOUS,0.00017083132735932883,3.0
ADANIENT,ADANI ENTERPRISES,3221.25,2024-06-11,3265.0,3195.05,2024-06-01,3224.0,4173692,MISCELLANEOUS,0.0003571317660942489,3.0
ADANIENT,ADANI ENTERPRISES,3219.05,2024-06-12,3245.0,3208.0,2024-06-01,3224.9,3022477,MISCELLANEOUS,-0.0006829646876212086,3.0
ADANIENT,ADANI ENTERPRISES,3224.8,2024-06-13,3254.0,3207.25,2024-06-01,3230.0,3202978,MISCELLANEOUS,0.0017862412823659154,3.0
ADANIENT,ADANI ENTERPRISES,3261.75,2024-06-14,3275.0,3221.1,2024-06-01,3225.0,4224855,MISCELLANEOUS,0.011458074919374788,3.0
ADANIENT,ADANI ENTERPRISES,3309.05,2024-06-18,3345.0,3287.2,2024-06-01,3310.0,1755612,MISCELLANEOUS,0.014501417950486758,3.0
ADANIENT,ADANI ENTERPRISES,3261.9,2024-06-19,3314.0,3226.3,2024-06-01,3314.0,1419264,MISCELLANEOUS,-0.014248802526404886,3.0
ADANIENT,ADANI ENTERPRISES,3259.45,2024-06-20,3315.0,3240.0,2024-06-01,3263.9,1366545,MISCELLANEOUS,-0.0007510959870015245,3.0
ADANIENT,ADANI ENTERPRISES,3189.3,2024-06-21,3277.1,3176.4,2024-06-01,3265.05,4697655,MISCELLANEOUS,-0.021522035926306474,3.0
ADANIENT,ADANI ENTERPRISES,3194.6,2024-06-24,3214.8,3135.0,2024-06-01,3185.75,3261647,MISCELLANEOUS,0.0016618066660394842,3.0
ADANIENT,ADANI ENTERPRISES,3171.1,2024-06-25,3208.45,3156.35,2024-06-01,3204.75,1694962,MISCELLANEOUS,-0.007356163525950041,3.0
ADANIENT,ADANI ENTERPRISES,3170.5,2024-06-26,3187.7,3163.9,2024-06-01,3169.05,2142889,MISCELLANEOUS,-0.00018920879190183502,3.0
ADANIENT,ADANI ENTERPRISES,3175.15,2024-06-27,3202.25,3150.0,2024-06-01,3177.0,5114980,MISCELLANEOUS,0.0014666456394890682,3.0
ADANIENT,ADANI ENTERPRISES,3177.15,2024-06-28,3211.95,3157.0,2024-06-01,3190.0,960905,MISCELLANEOUS,0.0006298915011889202,3.0
ADANIENT,ADANI ENTERPRISES,3183.8,2024-07-01,3193.15,3157.55,2024-07-01,3179.95,832170,MISCELLANEOUS,0.0020930708339235134,3.0
ADANIENT,ADANI ENTERPRISES,3153.2,2024-07-02,3207.8,3131.05,2024-07-01,3179.85,1490844,MISCELLANEOUS,-0.009611156479678485,3.0
ADANIENT,ADANI ENTERPRISES,3190.95,2024-07-03,3194.55,3147.75,2024-07-01,3158.0,1152522,MISCELLANEOUS,0.01197196498794875,3.0
ADANIENT,ADANI ENTERPRISES,3144.25,2024-07-04,3194.45,3138.05,2024-07-01,3192.0,1055391,MISCELLANEOUS,-0.01463514000532751,3.0
